date,value,my,year
2013-03-11,92.06,03/2013,2013
2013-03-12,92.54,03/2013,2013
2013-03-13,92.52,03/2013,2013
2013-03-14,93.03,03/2013,2013
2013-03-15,93.524,03/2013,2013
2013-03-18,93.888,03/2013,2013
2013-03-19,92.376,03/2013,2013
2013-03-20,93.392,03/2013,2013
2013-03-21,92.45,03/2013,2013
2013-03-22,93.71,03/2013,2013
2013-03-25,94.81,03/2013,2013
2013-03-26,96.34,03/2013,2013
2013-03-27,96.58,03/2013,2013
2013-03-28,97.23,03/2013,2013
2013-04-01,97.07,04/2013,2013
2013-04-02,97.19,04/2013,2013
2013-04-03,94.45,04/2013,2013
2013-04-04,93.26,04/2013,2013
2013-04-05,92.7,04/2013,2013
2013-04-08,93.36,04/2013,2013
2013-04-09,94.2,04/2013,2013
2013-04-10,94.64,04/2013,2013
2013-04-11,93.51,04/2013,2013
2013-04-12,91.29,04/2013,2013
2013-04-15,88.71,04/2013,2013
2013-04-16,88.72,04/2013,2013
2013-04-17,86.738,04/2013,2013
2013-04-18,87.838,04/2013,2013
2013-04-19,88.166,04/2013,2013
2013-04-22,89.104,04/2013,2013
2013-04-23,89.18,04/2013,2013
2013-04-24,91.43,04/2013,2013
2013-04-25,93.64,04/2013,2013
2013-04-26,93.0,04/2013,2013
2013-04-29,94.5,04/2013,2013
2013-04-30,93.46,04/2013,2013
2013-05-01,91.03,05/2013,2013
2013-05-02,93.99,05/2013,2013
2013-05-03,95.61,05/2013,2013
2013-05-06,96.16,05/2013,2013
2013-05-07,95.62,05/2013,2013
2013-05-08,96.62,05/2013,2013
2013-05-09,96.39,05/2013,2013
2013-05-10,96.04,05/2013,2013
2013-05-13,95.17,05/2013,2013
2013-05-14,94.21,05/2013,2013
2013-05-15,94.3,05/2013,2013
2013-05-16,95.218,05/2013,2013
2013-05-17,96.128,05/2013,2013
2013-05-20,96.842,05/2013,2013
2013-05-21,96.176,05/2013,2013
2013-05-22,94.28,05/2013,2013
2013-05-23,94.25,05/2013,2013
2013-05-24,94.15,05/2013,2013
2013-05-28,95.01,05/2013,2013
2013-05-29,93.13,05/2013,2013
2013-05-30,93.61,05/2013,2013
2013-05-31,91.97,05/2013,2013
2013-06-03,93.45,06/2013,2013
2013-06-04,93.31,06/2013,2013
2013-06-05,93.74,06/2013,2013
2013-06-06,94.76,06/2013,2013
2013-06-07,96.03,06/2013,2013
2013-06-10,95.77,06/2013,2013
2013-06-11,95.38,06/2013,2013
2013-06-12,95.88,06/2013,2013
2013-06-13,96.69,06/2013,2013
2013-06-14,97.85,06/2013,2013
2013-06-17,97.822,06/2013,2013
2013-06-18,98.532,06/2013,2013
2013-06-19,98.384,06/2013,2013
2013-06-20,95.192,06/2013,2013
2013-06-21,93.69,06/2013,2013
2013-06-24,95.18,06/2013,2013
2013-06-25,95.32,06/2013,2013
2013-06-26,95.5,06/2013,2013
2013-06-27,97.05,06/2013,2013
2013-06-28,96.56,06/2013,2013
2013-07-01,97.99,07/2013,2013
2013-07-02,99.6,07/2013,2013
2013-07-03,101.24,07/2013,2013
2013-07-05,103.22,07/2013,2013
2013-07-08,103.14,07/2013,2013
2013-07-09,103.53,07/2013,2013
2013-07-10,106.52,07/2013,2013
2013-07-11,104.91,07/2013,2013
2013-07-12,105.95,07/2013,2013
2013-07-15,106.32,07/2013,2013
2013-07-16,106.0,07/2013,2013
2013-07-17,106.454,07/2013,2013
2013-07-18,107.948,07/2013,2013
2013-07-19,107.942,07/2013,2013
2013-07-22,106.934,07/2013,2013
2013-07-23,107.23,07/2013,2013
2013-07-24,105.39,07/2013,2013
2013-07-25,105.49,07/2013,2013
2013-07-26,104.7,07/2013,2013
2013-07-29,104.55,07/2013,2013
2013-07-30,103.08,07/2013,2013
2013-07-31,105.03,07/2013,2013
2013-08-01,107.89,08/2013,2013
2013-08-02,106.94,08/2013,2013
2013-08-05,106.56,08/2013,2013
2013-08-06,105.3,08/2013,2013
2013-08-07,104.37,08/2013,2013
2013-08-08,103.4,08/2013,2013
2013-08-09,105.97,08/2013,2013
2013-08-12,106.11,08/2013,2013
2013-08-13,106.83,08/2013,2013
2013-08-14,106.85,08/2013,2013
2013-08-15,107.302,08/2013,2013
2013-08-16,107.392,08/2013,2013
2013-08-19,106.956,08/2013,2013
2013-08-20,105.08,08/2013,2013
2013-08-21,103.85,08/2013,2013
2013-08-22,105.03,08/2013,2013
2013-08-23,106.42,08/2013,2013
2013-08-26,105.92,08/2013,2013
2013-08-27,109.01,08/2013,2013
2013-08-28,110.1,08/2013,2013
2013-08-29,108.8,08/2013,2013
2013-08-30,107.65,08/2013,2013
2013-09-03,108.54,09/2013,2013
2013-09-04,107.23,09/2013,2013
2013-09-05,108.37,09/2013,2013
2013-09-06,110.53,09/2013,2013
2013-09-09,109.52,09/2013,2013
2013-09-10,107.39,09/2013,2013
2013-09-11,107.56,09/2013,2013
2013-09-12,108.6,09/2013,2013
2013-09-13,108.21,09/2013,2013
2013-09-16,106.59,09/2013,2013
2013-09-17,105.3,09/2013,2013
2013-09-18,107.754,09/2013,2013
2013-09-19,106.072,09/2013,2013
2013-09-20,104.734,09/2013,2013
2013-09-23,103.59,09/2013,2013
2013-09-24,103.13,09/2013,2013
2013-09-25,102.66,09/2013,2013
2013-09-26,103.03,09/2013,2013
2013-09-27,102.87,09/2013,2013
2013-09-30,102.33,09/2013,2013
2013-10-01,102.04,10/2013,2013
2013-10-02,104.1,10/2013,2013
2013-10-03,103.31,10/2013,2013
2013-10-04,103.84,10/2013,2013
2013-10-07,103.03,10/2013,2013
2013-10-08,103.49,10/2013,2013
2013-10-09,101.61,10/2013,2013
2013-10-10,103.01,10/2013,2013
2013-10-11,102.02,10/2013,2013
2013-10-14,102.41,10/2013,2013
2013-10-15,101.21,10/2013,2013
2013-10-16,102.29,10/2013,2013
2013-10-17,100.71,10/2013,2013
2013-10-18,100.93,10/2013,2013
2013-10-21,99.496,10/2013,2013
2013-10-22,98.2,10/2013,2013
2013-10-23,96.86,10/2013,2013
2013-10-24,97.11,10/2013,2013
2013-10-25,97.85,10/2013,2013
2013-10-28,98.68,10/2013,2013
2013-10-29,98.2,10/2013,2013
2013-10-30,96.77,10/2013,2013
2013-10-31,96.38,10/2013,2013
2013-11-01,94.61,11/2013,2013
2013-11-04,94.62,11/2013,2013
2013-11-05,93.37,11/2013,2013
2013-11-06,94.8,11/2013,2013
2013-11-07,94.2,11/2013,2013
2013-11-08,94.6,11/2013,2013
2013-11-11,95.14,11/2013,2013
2013-11-12,93.04,11/2013,2013
2013-11-13,93.88,11/2013,2013
2013-11-14,93.76,11/2013,2013
2013-11-15,93.97,11/2013,2013
2013-11-18,93.29,11/2013,2013
2013-11-19,93.67,11/2013,2013
2013-11-20,93.746,11/2013,2013
2013-11-21,95.44,11/2013,2013
2013-11-22,94.84,11/2013,2013
2013-11-25,94.09,11/2013,2013
2013-11-26,93.68,11/2013,2013
2013-11-27,92.3,11/2013,2013
2013-11-29,92.72,11/2013,2013
2013-12-02,93.82,12/2013,2013
2013-12-03,96.04,12/2013,2013
2013-12-04,97.2,12/2013,2013
2013-12-05,97.38,12/2013,2013
2013-12-06,97.65,12/2013,2013
2013-12-09,97.34,12/2013,2013
2013-12-10,98.51,12/2013,2013
2013-12-11,97.44,12/2013,2013
2013-12-12,97.5,12/2013,2013
2013-12-13,96.6,12/2013,2013
2013-12-16,97.538,12/2013,2013
2013-12-17,97.32,12/2013,2013
2013-12-18,97.956,12/2013,2013
2013-12-19,98.986,12/2013,2013
2013-12-20,99.32,12/2013,2013
2013-12-23,98.91,12/2013,2013
2013-12-24,99.22,12/2013,2013
2013-12-26,99.55,12/2013,2013
2013-12-27,100.32,12/2013,2013
2013-12-30,99.29,12/2013,2013
2013-12-31,98.42,12/2013,2013
2014-01-02,95.44,01/2014,2014
2014-01-03,93.96,01/2014,2014
2014-01-06,93.43,01/2014,2014
2014-01-07,93.67,01/2014,2014
2014-01-08,92.33,01/2014,2014
2014-01-09,91.66,01/2014,2014
2014-01-10,92.72,01/2014,2014
2014-01-13,91.8,01/2014,2014
2014-01-14,92.59,01/2014,2014
2014-01-15,94.206,01/2014,2014
2014-01-16,94.016,01/2014,2014
2014-01-17,94.502,01/2014,2014
2014-01-21,94.974,01/2014,2014
2014-01-22,96.73,01/2014,2014
2014-01-23,97.32,01/2014,2014
2014-01-24,96.64,01/2014,2014
2014-01-27,95.72,01/2014,2014
2014-01-28,97.41,01/2014,2014
2014-01-29,97.36,01/2014,2014
2014-01-30,98.23,01/2014,2014
2014-01-31,97.49,01/2014,2014
2014-02-03,96.43,02/2014,2014
2014-02-04,97.19,02/2014,2014
2014-02-05,97.38,02/2014,2014
2014-02-06,97.84,02/2014,2014
2014-02-07,99.88,02/2014,2014
2014-02-10,100.06,02/2014,2014
2014-02-11,99.94,02/2014,2014
2014-02-12,100.37,02/2014,2014
2014-02-13,100.35,02/2014,2014
2014-02-14,100.266,02/2014,2014
2014-02-18,102.298,02/2014,2014
2014-02-19,103.028,02/2014,2014
2014-02-20,102.784,02/2014,2014
2014-02-21,102.2,02/2014,2014
2014-02-24,102.82,02/2014,2014
2014-02-25,101.83,02/2014,2014
2014-02-26,102.59,02/2014,2014
2014-02-27,102.4,02/2014,2014
2014-02-28,102.59,02/2014,2014
2014-03-03,104.92,03/2014,2014
2014-03-04,103.33,03/2014,2014
2014-03-05,101.45,03/2014,2014
2014-03-06,101.56,03/2014,2014
2014-03-07,102.58,03/2014,2014
2014-03-10,101.12,03/2014,2014
2014-03-11,100.03,03/2014,2014
2014-03-12,97.99,03/2014,2014
2014-03-13,98.2,03/2014,2014
2014-03-14,98.89,03/2014,2014
2014-03-17,97.988,03/2014,2014
2014-03-18,99.372,03/2014,2014
2014-03-19,99.65,03/2014,2014
2014-03-20,99.006,03/2014,2014
2014-03-21,99.46,03/2014,2014
2014-03-24,99.6,03/2014,2014
2014-03-25,99.19,03/2014,2014
2014-03-26,100.26,03/2014,2014
2014-03-27,101.28,03/2014,2014
2014-03-28,101.67,03/2014,2014
2014-03-31,101.58,03/2014,2014
2014-04-01,99.74,04/2014,2014
2014-04-02,99.62,04/2014,2014
2014-04-03,100.29,04/2014,2014
2014-04-04,101.14,04/2014,2014
2014-04-07,100.44,04/2014,2014
2014-04-08,102.56,04/2014,2014
2014-04-09,103.6,04/2014,2014
2014-04-10,103.4,04/2014,2014
2014-04-11,103.74,04/2014,2014
2014-04-14,104.05,04/2014,2014
2014-04-15,103.75,04/2014,2014
2014-04-16,103.614,04/2014,2014
2014-04-17,103.928,04/2014,2014
2014-04-21,103.938,04/2014,2014
2014-04-22,101.826,04/2014,2014
2014-04-23,101.44,04/2014,2014
2014-04-24,101.94,04/2014,2014
2014-04-25,100.6,04/2014,2014
2014-04-28,100.84,04/2014,2014
2014-04-29,101.28,04/2014,2014
2014-04-30,99.74,04/2014,2014
2014-05-01,99.42,05/2014,2014
2014-05-02,99.76,05/2014,2014
2014-05-05,99.48,05/2014,2014
2014-05-06,99.5,05/2014,2014
2014-05-07,100.77,05/2014,2014
2014-05-08,100.26,05/2014,2014
2014-05-09,99.99,05/2014,2014
2014-05-12,100.59,05/2014,2014
2014-05-13,101.7,05/2014,2014
2014-05-14,102.37,05/2014,2014
2014-05-15,101.426,05/2014,2014
2014-05-16,101.844,05/2014,2014
2014-05-19,102.31,05/2014,2014
2014-05-20,102.352,05/2014,2014
2014-05-21,104.07,05/2014,2014
2014-05-22,103.74,05/2014,2014
2014-05-23,104.35,05/2014,2014
2014-05-27,104.11,05/2014,2014
2014-05-28,102.72,05/2014,2014
2014-05-29,103.58,05/2014,2014
2014-05-30,102.71,05/2014,2014
2014-06-02,102.47,06/2014,2014
2014-06-03,102.66,06/2014,2014
2014-06-04,102.64,06/2014,2014
2014-06-05,102.48,06/2014,2014
2014-06-06,102.66,06/2014,2014
2014-06-09,104.41,06/2014,2014
2014-06-10,104.35,06/2014,2014
2014-06-11,104.4,06/2014,2014
2014-06-12,106.53,06/2014,2014
2014-06-13,106.91,06/2014,2014
2014-06-16,106.9,06/2014,2014
2014-06-17,106.262,06/2014,2014
2014-06-18,105.818,06/2014,2014
2014-06-19,106.202,06/2014,2014
2014-06-20,106.916,06/2014,2014
2014-06-23,106.17,06/2014,2014
2014-06-24,106.03,06/2014,2014
2014-06-25,106.5,06/2014,2014
2014-06-26,105.84,06/2014,2014
2014-06-27,105.74,06/2014,2014
2014-06-30,105.37,06/2014,2014
2014-07-01,105.34,07/2014,2014
2014-07-02,104.48,07/2014,2014
2014-07-03,104.06,07/2014,2014
2014-07-07,103.53,07/2014,2014
2014-07-08,103.4,07/2014,2014
2014-07-09,102.29,07/2014,2014
2014-07-10,102.93,07/2014,2014
2014-07-11,100.83,07/2014,2014
2014-07-14,100.91,07/2014,2014
2014-07-15,99.96,07/2014,2014
2014-07-16,101.2,07/2014,2014
2014-07-17,102.992,07/2014,2014
2014-07-18,102.658,07/2014,2014
2014-07-21,103.552,07/2014,2014
2014-07-22,102.796,07/2014,2014
2014-07-23,103.12,07/2014,2014
2014-07-24,102.07,07/2014,2014
2014-07-25,102.09,07/2014,2014
2014-07-28,101.67,07/2014,2014
2014-07-29,100.97,07/2014,2014
2014-07-30,100.27,07/2014,2014
2014-07-31,98.17,07/2014,2014
2014-08-01,97.88,08/2014,2014
2014-08-04,98.29,08/2014,2014
2014-08-05,97.38,08/2014,2014
2014-08-06,96.92,08/2014,2014
2014-08-07,97.34,08/2014,2014
2014-08-08,97.65,08/2014,2014
2014-08-11,98.08,08/2014,2014
2014-08-12,97.37,08/2014,2014
2014-08-13,97.59,08/2014,2014
2014-08-14,95.58,08/2014,2014
2014-08-15,96.944,08/2014,2014
2014-08-18,95.346,08/2014,2014
2014-08-19,93.508,08/2014,2014
2014-08-20,93.974,08/2014,2014
2014-08-21,93.96,08/2014,2014
2014-08-22,93.65,08/2014,2014
2014-08-25,93.35,08/2014,2014
2014-08-26,93.86,08/2014,2014
2014-08-27,93.88,08/2014,2014
2014-08-28,94.55,08/2014,2014
2014-08-29,95.96,08/2014,2014
2014-09-02,92.88,09/2014,2014
2014-09-03,95.54,09/2014,2014
2014-09-04,94.45,09/2014,2014
2014-09-05,93.29,09/2014,2014
2014-09-08,92.66,09/2014,2014
2014-09-09,92.75,09/2014,2014
2014-09-10,91.67,09/2014,2014
2014-09-11,92.83,09/2014,2014
2014-09-12,92.27,09/2014,2014
2014-09-15,92.92,09/2014,2014
2014-09-16,94.88,09/2014,2014
2014-09-17,94.176,09/2014,2014
2014-09-18,92.634,09/2014,2014
2014-09-19,91.954,09/2014,2014
2014-09-22,91.0,09/2014,2014
2014-09-23,91.56,09/2014,2014
2014-09-24,92.8,09/2014,2014
2014-09-25,92.53,09/2014,2014
2014-09-26,93.54,09/2014,2014
2014-09-29,94.57,09/2014,2014
2014-09-30,91.16,09/2014,2014
2014-10-01,90.73,10/2014,2014
2014-10-02,91.01,10/2014,2014
2014-10-03,89.74,10/2014,2014
2014-10-06,90.34,10/2014,2014
2014-10-07,88.85,10/2014,2014
2014-10-08,87.31,10/2014,2014
2014-10-09,85.77,10/2014,2014
2014-10-10,85.82,10/2014,2014
2014-10-13,85.74,10/2014,2014
2014-10-14,81.84,10/2014,2014
2014-10-15,81.78,10/2014,2014
2014-10-16,82.55,10/2014,2014
2014-10-17,82.474,10/2014,2014
2014-10-20,82.23,10/2014,2014
2014-10-21,82.554,10/2014,2014
2014-10-22,80.52,10/2014,2014
2014-10-23,82.09,10/2014,2014
2014-10-24,81.01,10/2014,2014
2014-10-27,81.0,10/2014,2014
2014-10-28,81.42,10/2014,2014
2014-10-29,82.2,10/2014,2014
2014-10-30,81.12,10/2014,2014
2014-10-31,80.54,10/2014,2014
2014-11-03,78.78,11/2014,2014
2014-11-04,77.19,11/2014,2014
2014-11-05,78.68,11/2014,2014
2014-11-06,77.91,11/2014,2014
2014-11-07,78.65,11/2014,2014
2014-11-10,77.4,11/2014,2014
2014-11-11,77.94,11/2014,2014
2014-11-12,77.18,11/2014,2014
2014-11-13,74.21,11/2014,2014
2014-11-14,75.82,11/2014,2014
2014-11-17,75.644,11/2014,2014
2014-11-18,74.622,11/2014,2014
2014-11-19,74.532,11/2014,2014
2014-11-20,75.796,11/2014,2014
2014-11-21,76.51,11/2014,2014
2014-11-24,75.78,11/2014,2014
2014-11-25,74.09,11/2014,2014
2014-11-26,73.69,11/2014,2014
2014-11-28,66.15,11/2014,2014
2014-12-01,69.0,12/2014,2014
2014-12-02,66.88,12/2014,2014
2014-12-03,67.38,12/2014,2014
2014-12-04,66.81,12/2014,2014
2014-12-05,65.84,12/2014,2014
2014-12-08,63.05,12/2014,2014
2014-12-09,63.82,12/2014,2014
2014-12-10,60.94,12/2014,2014
2014-12-11,59.95,12/2014,2014
2014-12-12,57.81,12/2014,2014
2014-12-15,55.91,12/2014,2014
2014-12-16,55.996,12/2014,2014
2014-12-17,56.598,12/2014,2014
2014-12-18,54.26,12/2014,2014
2014-12-19,57.008,12/2014,2014
2014-12-22,55.26,12/2014,2014
2014-12-23,57.12,12/2014,2014
2014-12-24,55.84,12/2014,2014
2014-12-26,54.73,12/2014,2014
2014-12-29,53.61,12/2014,2014
2014-12-30,54.12,12/2014,2014
2014-12-31,53.27,12/2014,2014
2015-01-02,52.69,01/2015,2015
2015-01-05,50.04,01/2015,2015
2015-01-06,47.93,01/2015,2015
2015-01-07,48.65,01/2015,2015
2015-01-08,48.79,01/2015,2015
2015-01-09,48.36,01/2015,2015
2015-01-12,46.07,01/2015,2015
2015-01-13,45.89,01/2015,2015
2015-01-14,48.576,01/2015,2015
2015-01-15,46.442,01/2015,2015
2015-01-16,48.954,01/2015,2015
2015-01-20,46.454,01/2015,2015
2015-01-21,47.78,01/2015,2015
2015-01-22,46.31,01/2015,2015
2015-01-23,45.59,01/2015,2015
2015-01-26,45.15,01/2015,2015
2015-01-27,46.23,01/2015,2015
2015-01-28,44.45,01/2015,2015
2015-01-29,44.53,01/2015,2015
2015-01-30,48.24,01/2015,2015
2015-02-02,49.57,02/2015,2015
2015-02-03,53.05,02/2015,2015
2015-02-04,48.45,02/2015,2015
2015-02-05,50.48,02/2015,2015
2015-02-06,51.69,02/2015,2015
2015-02-09,52.86,02/2015,2015
2015-02-10,50.02,02/2015,2015
2015-02-11,48.84,02/2015,2015
2015-02-12,51.21,02/2015,2015
2015-02-13,52.78,02/2015,2015
2015-02-17,53.682,02/2015,2015
2015-02-18,52.412,02/2015,2015
2015-02-19,51.562,02/2015,2015
2015-02-20,50.716,02/2015,2015
2015-02-23,49.45,02/2015,2015
2015-02-24,49.28,02/2015,2015
2015-02-25,50.99,02/2015,2015
2015-02-26,48.17,02/2015,2015
2015-02-27,49.76,02/2015,2015
2015-03-02,49.59,03/2015,2015
2015-03-03,50.52,03/2015,2015
2015-03-04,51.53,03/2015,2015
2015-03-05,50.76,03/2015,2015
2015-03-06,49.61,03/2015,2015
2015-03-09,50.0,03/2015,2015
2015-03-10,48.29,03/2015,2015
2015-03-11,48.17,03/2015,2015
2015-03-12,47.05,03/2015,2015
2015-03-13,44.84,03/2015,2015
2015-03-16,43.88,03/2015,2015
2015-03-17,43.806,03/2015,2015
2015-03-18,45.456,03/2015,2015
2015-03-19,44.902,03/2015,2015
2015-03-20,46.4,03/2015,2015
2015-03-23,47.45,03/2015,2015
2015-03-24,47.51,03/2015,2015
2015-03-25,49.21,03/2015,2015
2015-03-26,51.43,03/2015,2015
2015-03-27,48.87,03/2015,2015
2015-03-30,48.68,03/2015,2015
2015-03-31,47.6,03/2015,2015
2015-04-01,50.09,04/2015,2015
2015-04-02,49.14,04/2015,2015
2015-04-06,52.14,04/2015,2015
2015-04-07,53.98,04/2015,2015
2015-04-08,50.42,04/2015,2015
2015-04-09,50.79,04/2015,2015
2015-04-10,51.64,04/2015,2015
2015-04-13,51.91,04/2015,2015
2015-04-14,53.29,04/2015,2015
2015-04-15,56.39,04/2015,2015
2015-04-16,56.99,04/2015,2015
2015-04-17,56.372,04/2015,2015
2015-04-20,57.28,04/2015,2015
2015-04-21,56.34,04/2015,2015
2015-04-22,56.16,04/2015,2015
2015-04-23,57.74,04/2015,2015
2015-04-24,57.15,04/2015,2015
2015-04-27,56.99,04/2015,2015
2015-04-28,57.06,04/2015,2015
2015-04-29,58.58,04/2015,2015
2015-04-30,59.63,04/2015,2015
2015-05-01,59.15,05/2015,2015
2015-05-04,58.93,05/2015,2015
2015-05-05,60.4,05/2015,2015
2015-05-06,60.93,05/2015,2015
2015-05-07,58.94,05/2015,2015
2015-05-08,59.39,05/2015,2015
2015-05-11,59.25,05/2015,2015
2015-05-12,60.75,05/2015,2015
2015-05-13,60.5,05/2015,2015
2015-05-14,60.072,05/2015,2015
2015-05-15,60.03,05/2015,2015
2015-05-18,59.916,05/2015,2015
2015-05-19,57.844,05/2015,2015
2015-05-20,58.98,05/2015,2015
2015-05-21,60.72,05/2015,2015
2015-05-22,59.72,05/2015,2015
2015-05-26,58.03,05/2015,2015
2015-05-27,57.51,05/2015,2015
2015-05-28,57.68,05/2015,2015
2015-05-29,60.3,05/2015,2015
2015-06-01,60.2,06/2015,2015
2015-06-02,61.26,06/2015,2015
2015-06-03,59.64,06/2015,2015
2015-06-04,58.0,06/2015,2015
2015-06-05,59.13,06/2015,2015
2015-06-08,58.14,06/2015,2015
2015-06-09,60.14,06/2015,2015
2015-06-10,61.43,06/2015,2015
2015-06-11,60.77,06/2015,2015
2015-06-12,59.96,06/2015,2015
2015-06-15,59.52,06/2015,2015
2015-06-16,59.97,06/2015,2015
2015-06-17,60.002,06/2015,2015
2015-06-18,60.598,06/2015,2015
2015-06-19,59.826,06/2015,2015
2015-06-22,60.24,06/2015,2015
2015-06-23,61.01,06/2015,2015
2015-06-24,60.27,06/2015,2015
2015-06-25,59.7,06/2015,2015
2015-06-26,59.63,06/2015,2015
2015-06-29,58.33,06/2015,2015
2015-06-30,59.47,06/2015,2015
2015-07-01,56.96,07/2015,2015
2015-07-02,56.93,07/2015,2015
2015-07-06,52.53,07/2015,2015
2015-07-07,52.33,07/2015,2015
2015-07-08,51.65,07/2015,2015
2015-07-09,52.78,07/2015,2015
2015-07-10,52.74,07/2015,2015
2015-07-13,52.2,07/2015,2015
2015-07-14,53.04,07/2015,2015
2015-07-15,51.41,07/2015,2015
2015-07-16,50.976,07/2015,2015
2015-07-17,51.018,07/2015,2015
2015-07-20,50.324,07/2015,2015
2015-07-21,50.76,07/2015,2015
2015-07-22,49.19,07/2015,2015
2015-07-23,48.45,07/2015,2015
2015-07-24,48.14,07/2015,2015
2015-07-27,47.39,07/2015,2015
2015-07-28,47.98,07/2015,2015
2015-07-29,48.79,07/2015,2015
2015-07-30,48.52,07/2015,2015
2015-07-31,47.12,07/2015,2015
2015-08-03,45.17,08/2015,2015
2015-08-04,45.74,08/2015,2015
2015-08-05,45.15,08/2015,2015
2015-08-06,44.66,08/2015,2015
2015-08-07,43.87,08/2015,2015
2015-08-10,44.96,08/2015,2015
2015-08-11,43.08,08/2015,2015
2015-08-12,43.3,08/2015,2015
2015-08-13,42.23,08/2015,2015
2015-08-14,42.5,08/2015,2015
2015-08-17,41.978,08/2015,2015
2015-08-18,42.82,08/2015,2015
2015-08-19,41.082,08/2015,2015
2015-08-20,41.284,08/2015,2015
2015-08-21,40.45,08/2015,2015
2015-08-24,38.24,08/2015,2015
2015-08-25,39.31,08/2015,2015
2015-08-26,38.6,08/2015,2015
2015-08-27,42.56,08/2015,2015
2015-08-28,45.22,08/2015,2015
2015-08-31,49.2,08/2015,2015
2015-09-01,45.41,09/2015,2015
2015-09-02,46.25,09/2015,2015
2015-09-03,46.75,09/2015,2015
2015-09-04,46.05,09/2015,2015
2015-09-08,45.94,09/2015,2015
2015-09-09,44.15,09/2015,2015
2015-09-10,45.92,09/2015,2015
2015-09-11,44.63,09/2015,2015
2015-09-14,44.0,09/2015,2015
2015-09-15,44.59,09/2015,2015
2015-09-16,47.15,09/2015,2015
2015-09-17,46.96,09/2015,2015
2015-09-18,44.816,09/2015,2015
2015-09-21,46.848,09/2015,2015
2015-09-22,46.254,09/2015,2015
2015-09-23,44.48,09/2015,2015
2015-09-24,44.91,09/2015,2015
2015-09-25,45.7,09/2015,2015
2015-09-28,44.43,09/2015,2015
2015-09-29,45.23,09/2015,2015
2015-09-30,45.09,09/2015,2015
2015-10-01,44.74,10/2015,2015
2015-10-02,45.54,10/2015,2015
2015-10-05,46.26,10/2015,2015
2015-10-06,48.53,10/2015,2015
2015-10-07,47.81,10/2015,2015
2015-10-08,49.43,10/2015,2015
2015-10-09,49.63,10/2015,2015
2015-10-12,47.1,10/2015,2015
2015-10-13,46.66,10/2015,2015
2015-10-14,46.64,10/2015,2015
2015-10-15,46.478,10/2015,2015
2015-10-16,47.444,10/2015,2015
2015-10-19,46.124,10/2015,2015
2015-10-20,46.142,10/2015,2015
2015-10-21,45.2,10/2015,2015
2015-10-22,45.38,10/2015,2015
2015-10-23,44.6,10/2015,2015
2015-10-26,43.98,10/2015,2015
2015-10-27,43.2,10/2015,2015
2015-10-28,45.94,10/2015,2015
2015-10-29,46.06,10/2015,2015
2015-10-30,46.59,10/2015,2015
2015-11-02,46.14,11/2015,2015
2015-11-03,47.9,11/2015,2015
2015-11-04,46.32,11/2015,2015
2015-11-05,45.2,11/2015,2015
2015-11-06,44.29,11/2015,2015
2015-11-09,43.87,11/2015,2015
2015-11-10,44.21,11/2015,2015
2015-11-11,42.93,11/2015,2015
2015-11-12,41.75,11/2015,2015
2015-11-13,40.74,11/2015,2015
2015-11-16,41.74,11/2015,2015
2015-11-17,40.878,11/2015,2015
2015-11-18,41.23,11/2015,2015
2015-11-19,41.248,11/2015,2015
2015-11-20,41.598,11/2015,2015
2015-11-23,41.75,11/2015,2015
2015-11-24,42.87,11/2015,2015
2015-11-25,43.04,11/2015,2015
2015-11-27,41.71,11/2015,2015
