my,year,value_x,value_y,crisis,exch_usd
10/2011,2011,86.4684761904762,3.5130000000000003,0,0.77
10/2011,2011,86.4684761904762,3.5130000000000003,0,30.27
10/2011,2011,86.4684761904762,3.5130000000000003,0,31.6912
10/2011,2011,86.4684761904762,3.5130000000000003,0,1.4993
10/2011,2011,86.4684761904762,3.5130000000000003,0,1.674954552
10/2011,2011,86.4684761904762,3.5130000000000003,1,0.624140836
10/2011,2011,86.4684761904762,3.5130000000000003,0,1.5535
10/2011,2011,86.4684761904762,3.5130000000000003,0,19.898
10/2011,2011,86.4684761904762,3.5130000000000003,0,4.29465
10/2011,2011,86.4684761904762,3.5130000000000003,0,5.11398
10/2011,2011,86.4684761904762,3.5130000000000003,0,361.9
10/2012,2012,89.5898260869565,3.7828000000000004,0,78.1025
10/2012,2012,89.5898260869565,3.7828000000000004,0,95.82588521
10/2012,2012,89.5898260869565,3.7828000000000004,0,4.915
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.961076406
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,6.91
10/2012,2012,89.5898260869565,3.7828000000000004,0,2.0429
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.9921
10/2012,2012,89.5898260869565,3.7828000000000004,0,497.1631044
10/2012,2012,89.5898260869565,3.7828000000000004,0,478.26
10/2012,2012,89.5898260869565,3.7828000000000004,0,6.2301
10/2012,2012,89.5898260869565,3.7828000000000004,0,1766
10/2012,2012,89.5898260869565,3.7828000000000004,0,511.384
10/2012,2012,89.5898260869565,3.7828000000000004,0,0
10/2012,2012,89.5898260869565,3.7828000000000004,1,5.6591
10/2012,2012,89.5898260869565,3.7828000000000004,0,40.3645
10/2012,2012,89.5898260869565,3.7828000000000004,0,25000
10/2012,2012,89.5898260869565,3.7828000000000004,0,6.3057
10/2012,2012,89.5898260869565,3.7828000000000004,0,8.7475
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.7577
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.88
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,7.89494
10/2012,2012,89.5898260869565,3.7828000000000004,0,19.96
10/2012,2012,89.5898260869565,3.7828000000000004,1,220.93
10/2012,2012,89.5898260869565,3.7828000000000004,1,128.99
10/2012,2012,89.5898260869565,3.7828000000000004,0,54.7773
10/2012,2012,89.5898260869565,3.7828000000000004,0,9670
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,86.55
10/2012,2012,89.5898260869565,3.7828000000000004,0,86.0008
10/2012,2012,89.5898260869565,3.7828000000000004,0,1070.6
10/2012,2012,89.5898260869565,3.7828000000000004,0,3.05825
10/2012,2012,89.5898260869565,3.7828000000000004,0,30.52
10/2012,2012,89.5898260869565,3.7828000000000004,0,13.0101
10/2012,2012,89.5898260869565,3.7828000000000004,0,8.4335
10/2012,2012,89.5898260869565,3.7828000000000004,0,855
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.219066195
10/2012,2012,89.5898260869565,3.7828000000000004,0,24.1255
10/2012,2012,89.5898260869565,3.7828000000000004,1,155.27
10/2012,2012,89.5898260869565,3.7828000000000004,0,5.57
10/2012,2012,89.5898260869565,3.7828000000000004,0,1
10/2012,2012,89.5898260869565,3.7828000000000004,0,4288.8
10/2012,2012,89.5898260869565,3.7828000000000004,0,2.55
10/2012,2012,89.5898260869565,3.7828000000000004,0,41.192
10/2012,2012,89.5898260869565,3.7828000000000004,0,3.0996
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,1,30.3727
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.2235
10/2012,2012,89.5898260869565,3.7828000000000004,0,8.50115
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,127.16
10/2012,2012,89.5898260869565,3.7828000000000004,0,0.76
10/2012,2012,89.5898260869565,3.7828000000000004,0,29.045
10/2012,2012,89.5898260869565,3.7828000000000004,0,30.6316
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.5506
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.796000944
10/2012,2012,89.5898260869565,3.7828000000000004,1,0.633046989
10/2012,2012,89.5898260869565,3.7828000000000004,0,1.6251
10/2012,2012,89.5898260869565,3.7828000000000004,0,19.399
10/2012,2012,89.5898260869565,3.7828000000000004,0,4.29465
10/2012,2012,89.5898260869565,3.7828000000000004,0,5.1466133
10/2012,2012,89.5898260869565,3.7828000000000004,0,361.9
10/2013,2013,100.58895652173912,3.43975,0,78.1487013
10/2013,2013,100.58895652173912,3.43975,0,97.56
10/2013,2013,100.58895652173912,3.43975,0,6.517
10/2013,2013,100.58895652173912,3.43975,0,1.128
10/2013,2013,100.58895652173912,3.43975,0,0.73
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,0,6.91
10/2013,2013,100.58895652173912,3.43975,0,2.3538
10/2013,2013,100.58895652173912,3.43975,0,1.062
10/2013,2013,100.58895652173912,3.43975,0,475.6413603
10/2013,2013,100.58895652173912,3.43975,0,525.3
10/2013,2013,100.58895652173912,3.43975,0,6.0537
10/2013,2013,100.58895652173912,3.43975,0,1929
10/2013,2013,100.58895652173912,3.43975,0,500.635
10/2013,2013,100.58895652173912,3.43975,0,0
10/2013,2013,100.58895652173912,3.43975,1,5.4127
10/2013,2013,100.58895652173912,3.43975,0,42.85
10/2013,2013,100.58895652173912,3.43975,0,25000
10/2013,2013,100.58895652173912,3.43975,0,6.94
10/2013,2013,100.58895652173912,3.43975,0,8.7475
10/2013,2013,100.58895652173912,3.43975,0,0.73
10/2013,2013,100.58895652173912,3.43975,1,0.7274
10/2013,2013,100.58895652173912,3.43975,0,0.73
10/2013,2013,100.58895652173912,3.43975,0,2.2
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,0,7.85
10/2013,2013,100.58895652173912,3.43975,0,20.6
10/2013,2013,100.58895652173912,3.43975,1,216.1902597
10/2013,2013,100.58895652173912,3.43975,1,115.55
10/2013,2013,100.58895652173912,3.43975,0,61.897
10/2013,2013,100.58895652173912,3.43975,0,12189
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,0,105.3
10/2013,2013,100.58895652173912,3.43975,0,86.31
10/2013,2013,100.58895652173912,3.43975,0,1055.4
10/2013,2013,100.58895652173912,3.43975,0,3.294006494
10/2013,2013,100.58895652173912,3.43975,0,30.12512987
10/2013,2013,100.58895652173912,3.43975,0,13.0765
10/2013,2013,100.58895652173912,3.43975,0,8.15
10/2013,2013,100.58895652173912,3.43975,0,988
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,0,1.22488961
10/2013,2013,100.58895652173912,3.43975,0,25.33
10/2013,2013,100.58895652173912,3.43975,1,155.2
10/2013,2013,100.58895652173912,3.43975,0,6.08
10/2013,2013,100.58895652173912,3.43975,0,1
10/2013,2013,100.58895652173912,3.43975,0,4524
10/2013,2013,100.58895652173912,3.43975,0,2.79
10/2013,2013,100.58895652173912,3.43975,0,44.56428571
10/2013,2013,100.58895652173912,3.43975,0,3.012
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,1,32.7292
10/2013,2013,100.58895652173912,3.43975,0,1.2653
10/2013,2013,100.58895652173912,3.43975,0,10.48985
10/2013,2013,100.58895652173912,3.43975,1,0.73
10/2013,2013,100.58895652173912,3.43975,0,130.75
10/2013,2013,100.58895652173912,3.43975,0,0.73
10/2013,2013,100.58895652173912,3.43975,0,29.815
10/2013,2013,100.58895652173912,3.43975,0,32.93402597
10/2013,2013,100.58895652173912,3.43975,0,1.653095696
10/2013,2013,100.58895652173912,3.43975,0,1.903768242
10/2013,2013,100.58895652173912,3.43975,1,0.639660578
10/2013,2013,100.58895652173912,3.43975,0,1.6556
10/2013,2013,100.58895652173912,3.43975,0,21.38902597
10/2013,2013,100.58895652173912,3.43975,0,6.2921
10/2013,2013,100.58895652173912,3.43975,0,5.52
10/2013,2013,100.58895652173912,3.43975,0,361.9
10/2014,2014,84.28860869565217,3.303,0,87.9706983
10/2014,2014,84.28860869565217,3.303,0,101.49
10/2014,2014,84.28860869565217,3.303,0,8.5402
10/2014,2014,84.28860869565217,3.303,0,1.22
10/2014,2014,84.28860869565217,3.303,0,0.82
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,0,6.91
10/2014,2014,84.28860869565217,3.303,0,2.6556
10/2014,2014,84.28860869565217,3.303,0,1.1618
10/2014,2014,84.28860869565217,3.303,0,540.2825138
10/2014,2014,84.28860869565217,3.303,0,607.38
10/2014,2014,84.28860869565217,3.303,0,6.21
10/2014,2014,84.28860869565217,3.303,0,2388
10/2014,2014,84.28860869565217,3.303,0,540.085
10/2014,2014,84.28860869565217,3.303,0,0
10/2014,2014,84.28860869565217,3.303,1,6.1214
10/2014,2014,84.28860869565217,3.303,0,43.83
10/2014,2014,84.28860869565217,3.303,0,25000
10/2014,2014,84.28860869565217,3.303,0,7.15
10/2014,2014,84.28860869565217,3.303,0,8.745
10/2014,2014,84.28860869565217,3.303,0,0.82
10/2014,2014,84.28860869565217,3.303,1,0.8264
10/2014,2014,84.28860869565217,3.303,0,0.82
10/2014,2014,84.28860869565217,3.303,0,3.2
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,0,7.65
10/2014,2014,84.28860869565217,3.303,0,21.11
10/2014,2014,84.28860869565217,3.303,1,259.2061476
10/2014,2014,84.28860869565217,3.303,1,126.9369917
10/2014,2014,84.28860869565217,3.303,0,63.3315
10/2014,2014,84.28860869565217,3.303,0,12440
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,0,120.64
10/2014,2014,84.28860869565217,3.303,0,89.35
10/2014,2014,84.28860869565217,3.303,0,1099.2
10/2014,2014,84.28860869565217,3.303,0,3.496023143
10/2014,2014,84.28860869565217,3.303,0,31.7374584
10/2014,2014,84.28860869565217,3.303,0,14.718
10/2014,2014,84.28860869565217,3.303,0,8.82
10/2014,2014,84.28860869565217,3.303,0,1304
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,0,1.277675748
10/2014,2014,84.28860869565217,3.303,0,26.38
10/2014,2014,84.28860869565217,3.303,1,155.25
10/2014,2014,84.28860869565217,3.303,0,7.43
10/2014,2014,84.28860869565217,3.303,0,1
10/2014,2014,84.28860869565217,3.303,0,4616
10/2014,2014,84.28860869565217,3.303,0,2.986005054
10/2014,2014,84.28860869565217,3.303,0,44.62682445
10/2014,2014,84.28860869565217,3.303,0,3.5072
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,1,56.2584
10/2014,2014,84.28860869565217,3.303,0,1.3213
10/2014,2014,84.28860869565217,3.303,1,0.82
10/2014,2014,84.28860869565217,3.303,0,131
10/2014,2014,84.28860869565217,3.303,0,0.82
10/2014,2014,84.28860869565217,3.303,0,31.62
10/2014,2014,84.28860869565217,3.303,0,32.9640702
10/2014,2014,84.28860869565217,3.303,0,1.862411798
10/2014,2014,84.28860869565217,3.303,0,2.188542418
10/2014,2014,84.28860869565217,3.303,1,0.607729627
10/2014,2014,84.28860869565217,3.303,0,1.5573
10/2014,2014,84.28860869565217,3.303,0,24.33304796
10/2014,2014,84.28860869565217,3.303,0,6.2921
10/2014,2014,84.28860869565217,3.303,0,6.3856
11/2010,2010,84.36514285714286,2.9208,0,74.9437
11/2010,2010,84.36514285714286,2.9208,0,92.643
11/2010,2010,84.36514285714286,2.9208,0,3.969
11/2010,2010,84.36514285714286,2.9208,0,0.983961429
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,6.99
11/2010,2010,84.36514285714286,2.9208,0,1.6858
11/2010,2010,84.36514285714286,2.9208,0,0.9967
11/2010,2010,84.36514285714286,2.9208,0,490.9122886
11/2010,2010,84.36514285714286,2.9208,0,467.75
11/2010,2010,84.36514285714286,2.9208,0,6.59
11/2010,2010,84.36514285714286,2.9208,0,1915
11/2010,2010,84.36514285714286,2.9208,0,507.7441
11/2010,2010,84.36514285714286,2.9208,0,0
11/2010,2010,84.36514285714286,2.9208,1,5.6133
11/2010,2010,84.36514285714286,2.9208,0,37.9266
11/2010,2010,84.36514285714286,2.9208,0,25000
11/2010,2010,84.36514285714286,2.9208,0,5.7926
11/2010,2010,84.36514285714286,2.9208,0,8.7475
11/2010,2010,84.36514285714286,2.9208,0,0.75
11/2010,2010,84.36514285714286,2.9208,1,0.7473
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,1.474
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,8.01604
11/2010,2010,84.36514285714286,2.9208,0,18.8951
11/2010,2010,84.36514285714286,2.9208,1,208.65
11/2010,2010,84.36514285714286,2.9208,1,115.05
11/2010,2010,84.36514285714286,2.9208,0,44.81
11/2010,2010,84.36514285714286,2.9208,0,8991
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,81.45
11/2010,2010,84.36514285714286,2.9208,0,80.75194444
11/2010,2010,84.36514285714286,2.9208,0,1134.8
11/2010,2010,84.36514285714286,2.9208,0,3.0835
11/2010,2010,84.36514285714286,2.9208,0,30.39
11/2010,2010,84.36514285714286,2.9208,0,12.3571
11/2010,2010,84.36514285714286,2.9208,0,8.3569
11/2010,2010,84.36514285714286,2.9208,0,5.5802
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,1.297690112
11/2010,2010,84.36514285714286,2.9208,0,21.8825
11/2010,2010,84.36514285714286,2.9208,1,150.6617
11/2010,2010,84.36514285714286,2.9208,0,5.86
11/2010,2010,84.36514285714286,2.9208,0,1
11/2010,2010,84.36514285714286,2.9208,0,4573.75
11/2010,2010,84.36514285714286,2.9208,0,2.8085
11/2010,2010,84.36514285714286,2.9208,0,43.885
11/2010,2010,84.36514285714286,2.9208,0,2.9641
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,3.2045
11/2010,2010,84.36514285714286,2.9208,1,30.4769
11/2010,2010,84.36514285714286,2.9208,0,1.2875
11/2010,2010,84.36514285714286,2.9208,0,6.6316
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,110.953
11/2010,2010,84.36514285714286,2.9208,1,0.75
11/2010,2010,84.36514285714286,2.9208,0,29.165
11/2010,2010,84.36514285714286,2.9208,0,30.1513
11/2010,2010,84.36514285714286,2.9208,0,1.4379
11/2010,2010,84.36514285714286,2.9208,0,1.50284863
11/2010,2010,84.36514285714286,2.9208,1,0.647179346
11/2010,2010,84.36514285714286,2.9208,1,1.5599
11/2010,2010,84.36514285714286,2.9208,0,20.094
11/2010,2010,84.36514285714286,2.9208,1,2.5968
11/2010,2010,84.36514285714286,2.9208,0,4.7899
11/2010,2010,84.36514285714286,2.9208,0,378.2
11/2011,2011,97.17666666666666,3.4444999999999997,0,76.0563
11/2011,2011,97.17666666666666,3.4444999999999997,0,95.272
11/2011,2011,97.17666666666666,3.4444999999999997,0,4.302
11/2011,2011,97.17666666666666,3.4444999999999997,0,0.984639622
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,6.91
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.8588
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.0193
11/2011,2011,97.17666666666666,3.4444999999999997,0,506.9611253
11/2011,2011,97.17666666666666,3.4444999999999997,0,519.25
11/2011,2011,97.17666666666666,3.4444999999999997,0,6.2939
11/2011,2011,97.17666666666666,3.4444999999999997,0,1936
11/2011,2011,97.17666666666666,3.4444999999999997,0,503.9885
11/2011,2011,97.17666666666666,3.4444999999999997,0,0
11/2011,2011,97.17666666666666,3.4444999999999997,1,5.7456
11/2011,2011,97.17666666666666,3.4444999999999997,0,38.7915
11/2011,2011,97.17666666666666,3.4444999999999997,0,25000
11/2011,2011,97.17666666666666,3.4444999999999997,0,6.0169
11/2011,2011,97.17666666666666,3.4444999999999997,0,8.7475
11/2011,2011,97.17666666666666,3.4444999999999997,0,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.7727
11/2011,2011,97.17666666666666,3.4444999999999997,0,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.551
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,7.80661
11/2011,2011,97.17666666666666,3.4444999999999997,0,19.05
11/2011,2011,97.17666666666666,3.4444999999999997,1,240.68
11/2011,2011,97.17666666666666,3.4444999999999997,1,122.71
11/2011,2011,97.17666666666666,3.4444999999999997,0,53.26
11/2011,2011,97.17666666666666,3.4444999999999997,0,9068
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,77.72
11/2011,2011,97.17666666666666,3.4444999999999997,0,85.0681
11/2011,2011,97.17666666666666,3.4444999999999997,0,1151.8
11/2011,2011,97.17666666666666,3.4444999999999997,0,3.177
11/2011,2011,97.17666666666666,3.4444999999999997,0,29.33
11/2011,2011,97.17666666666666,3.4444999999999997,0,13.9904
11/2011,2011,97.17666666666666,3.4444999999999997,0,8.5772
11/2011,2011,97.17666666666666,3.4444999999999997,0,5.6152
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.296512382
11/2011,2011,97.17666666666666,3.4444999999999997,0,22.9767
11/2011,2011,97.17666666666666,3.4444999999999997,1,158.267
11/2011,2011,97.17666666666666,3.4444999999999997,0,5.99
11/2011,2011,97.17666666666666,3.4444999999999997,0,1
11/2011,2011,97.17666666666666,3.4444999999999997,0,4439.905
11/2011,2011,97.17666666666666,3.4444999999999997,0,2.696
11/2011,2011,97.17666666666666,3.4444999999999997,0,43.928
11/2011,2011,97.17666666666666,3.4444999999999997,0,3.4174
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,1,32.1961
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.3007
11/2011,2011,97.17666666666666,3.4444999999999997,0,8.1429
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,113.9013
11/2011,2011,97.17666666666666,3.4444999999999997,0,0.77
11/2011,2011,97.17666666666666,3.4444999999999997,0,30.27
11/2011,2011,97.17666666666666,3.4444999999999997,0,31.6912
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.4993
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.674954552
11/2011,2011,97.17666666666666,3.4444999999999997,1,0.624140836
11/2011,2011,97.17666666666666,3.4444999999999997,0,1.5535
11/2011,2011,97.17666666666666,3.4444999999999997,0,19.898
11/2011,2011,97.17666666666666,3.4444999999999997,0,4.29465
11/2011,2011,97.17666666666666,3.4444999999999997,0,5.11398
11/2011,2011,97.17666666666666,3.4444999999999997,0,361.9
11/2012,2012,86.7664761904762,3.5127499999999996,0,78.1025
11/2012,2012,86.7664761904762,3.5127499999999996,0,95.82588521
11/2012,2012,86.7664761904762,3.5127499999999996,0,4.915
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.961076406
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,6.91
11/2012,2012,86.7664761904762,3.5127499999999996,0,2.0429
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.9921
11/2012,2012,86.7664761904762,3.5127499999999996,0,497.1631044
11/2012,2012,86.7664761904762,3.5127499999999996,0,478.26
11/2012,2012,86.7664761904762,3.5127499999999996,0,6.2301
11/2012,2012,86.7664761904762,3.5127499999999996,0,1766
11/2012,2012,86.7664761904762,3.5127499999999996,0,511.384
11/2012,2012,86.7664761904762,3.5127499999999996,0,0
11/2012,2012,86.7664761904762,3.5127499999999996,1,5.6591
11/2012,2012,86.7664761904762,3.5127499999999996,0,40.3645
11/2012,2012,86.7664761904762,3.5127499999999996,0,25000
11/2012,2012,86.7664761904762,3.5127499999999996,0,6.3057
11/2012,2012,86.7664761904762,3.5127499999999996,0,8.7475
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.7577
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.88
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,7.89494
11/2012,2012,86.7664761904762,3.5127499999999996,0,19.96
11/2012,2012,86.7664761904762,3.5127499999999996,1,220.93
11/2012,2012,86.7664761904762,3.5127499999999996,1,128.99
11/2012,2012,86.7664761904762,3.5127499999999996,0,54.7773
11/2012,2012,86.7664761904762,3.5127499999999996,0,9670
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,86.55
11/2012,2012,86.7664761904762,3.5127499999999996,0,86.0008
11/2012,2012,86.7664761904762,3.5127499999999996,0,1070.6
11/2012,2012,86.7664761904762,3.5127499999999996,0,3.05825
11/2012,2012,86.7664761904762,3.5127499999999996,0,30.52
11/2012,2012,86.7664761904762,3.5127499999999996,0,13.0101
11/2012,2012,86.7664761904762,3.5127499999999996,0,8.4335
11/2012,2012,86.7664761904762,3.5127499999999996,0,855
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.219066195
11/2012,2012,86.7664761904762,3.5127499999999996,0,24.1255
11/2012,2012,86.7664761904762,3.5127499999999996,1,155.27
11/2012,2012,86.7664761904762,3.5127499999999996,0,5.57
11/2012,2012,86.7664761904762,3.5127499999999996,0,1
11/2012,2012,86.7664761904762,3.5127499999999996,0,4288.8
11/2012,2012,86.7664761904762,3.5127499999999996,0,2.55
11/2012,2012,86.7664761904762,3.5127499999999996,0,41.192
11/2012,2012,86.7664761904762,3.5127499999999996,0,3.0996
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,1,30.3727
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.2235
11/2012,2012,86.7664761904762,3.5127499999999996,0,8.50115
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,127.16
11/2012,2012,86.7664761904762,3.5127499999999996,0,0.76
11/2012,2012,86.7664761904762,3.5127499999999996,0,29.045
11/2012,2012,86.7664761904762,3.5127499999999996,0,30.6316
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.5506
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.796000944
11/2012,2012,86.7664761904762,3.5127499999999996,1,0.633046989
11/2012,2012,86.7664761904762,3.5127499999999996,0,1.6251
11/2012,2012,86.7664761904762,3.5127499999999996,0,19.399
11/2012,2012,86.7664761904762,3.5127499999999996,0,4.29465
11/2012,2012,86.7664761904762,3.5127499999999996,0,5.1466133
11/2012,2012,86.7664761904762,3.5127499999999996,0,361.9
11/2013,2013,93.98830000000001,3.3537500000000002,0,78.1487013
11/2013,2013,93.98830000000001,3.3537500000000002,0,97.56
11/2013,2013,93.98830000000001,3.3537500000000002,0,6.517
11/2013,2013,93.98830000000001,3.3537500000000002,0,1.128
11/2013,2013,93.98830000000001,3.3537500000000002,0,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,6.91
11/2013,2013,93.98830000000001,3.3537500000000002,0,2.3538
11/2013,2013,93.98830000000001,3.3537500000000002,0,1.062
11/2013,2013,93.98830000000001,3.3537500000000002,0,475.6413603
11/2013,2013,93.98830000000001,3.3537500000000002,0,525.3
11/2013,2013,93.98830000000001,3.3537500000000002,0,6.0537
11/2013,2013,93.98830000000001,3.3537500000000002,0,1929
11/2013,2013,93.98830000000001,3.3537500000000002,0,500.635
11/2013,2013,93.98830000000001,3.3537500000000002,0,0
11/2013,2013,93.98830000000001,3.3537500000000002,1,5.4127
11/2013,2013,93.98830000000001,3.3537500000000002,0,42.85
11/2013,2013,93.98830000000001,3.3537500000000002,0,25000
11/2013,2013,93.98830000000001,3.3537500000000002,0,6.94
11/2013,2013,93.98830000000001,3.3537500000000002,0,8.7475
11/2013,2013,93.98830000000001,3.3537500000000002,0,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.7274
11/2013,2013,93.98830000000001,3.3537500000000002,0,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,2.2
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,7.85
11/2013,2013,93.98830000000001,3.3537500000000002,0,20.6
11/2013,2013,93.98830000000001,3.3537500000000002,1,216.1902597
11/2013,2013,93.98830000000001,3.3537500000000002,1,115.55
11/2013,2013,93.98830000000001,3.3537500000000002,0,61.897
11/2013,2013,93.98830000000001,3.3537500000000002,0,12189
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,105.3
11/2013,2013,93.98830000000001,3.3537500000000002,0,86.31
11/2013,2013,93.98830000000001,3.3537500000000002,0,1055.4
11/2013,2013,93.98830000000001,3.3537500000000002,0,3.294006494
11/2013,2013,93.98830000000001,3.3537500000000002,0,30.12512987
11/2013,2013,93.98830000000001,3.3537500000000002,0,13.0765
11/2013,2013,93.98830000000001,3.3537500000000002,0,8.15
11/2013,2013,93.98830000000001,3.3537500000000002,0,988
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,1.22488961
11/2013,2013,93.98830000000001,3.3537500000000002,0,25.33
11/2013,2013,93.98830000000001,3.3537500000000002,1,155.2
11/2013,2013,93.98830000000001,3.3537500000000002,0,6.08
11/2013,2013,93.98830000000001,3.3537500000000002,0,1
11/2013,2013,93.98830000000001,3.3537500000000002,0,4524
11/2013,2013,93.98830000000001,3.3537500000000002,0,2.79
11/2013,2013,93.98830000000001,3.3537500000000002,0,44.56428571
11/2013,2013,93.98830000000001,3.3537500000000002,0,3.012
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,1,32.7292
11/2013,2013,93.98830000000001,3.3537500000000002,0,1.2653
11/2013,2013,93.98830000000001,3.3537500000000002,0,10.48985
11/2013,2013,93.98830000000001,3.3537500000000002,1,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,130.75
11/2013,2013,93.98830000000001,3.3537500000000002,0,0.73
11/2013,2013,93.98830000000001,3.3537500000000002,0,29.815
11/2013,2013,93.98830000000001,3.3537500000000002,0,32.93402597
11/2013,2013,93.98830000000001,3.3537500000000002,0,1.653095696
